,Tatouage,Description,Code Exploitant,Entité,Axe,Sens,Pr,Type d'Axe,Axe 2aire,État,Local,Dans tunnel,Tunnel,Famille,Type Famille,Linéaire,Segment,Niveau,Parent,Mainteneur,Détenteur,Latitude,Longitude,GPS,Responsable,Date de mise en service,Fonction F40,Fonction Symptome,ID ISIDORE,Pr fin
1299,L11.522R,Niche incendie NIY-002 - Tunnel de Saint-Cloud,NIY-002/CLO,AGER_OUEST_B,A13,Y,"3,0808",LC,,EXPLOI,,Oui,SAINT-CLOUD,LOCAL,LOCAL-NICHE,A13Y,12004617,1,,PCTT_OUEST,DIRIF,"48,839714","2,212389","48.839714,2.212389",UER_BOULOGNE,,C9,BAT,,"3,0808"
1300,L11.523S,Niche incendie NIY-003 - Tunnel de Saint-Cloud,NIY-003/CLO,AGER_OUEST_B,A13,Y,"3,0958",LC,,EXPLOI,,Oui,SAINT-CLOUD,LOCAL,LOCAL-NICHE,A13Y,12004617,1,,PCTT_OUEST,DIRIF,"48,83982","2,2109","48.839820,2.210900",UER_BOULOGNE,,C9,BAT,,"3,0958"
1301,L11.524T,Niche incendie NIY-004 - Tunnel de Saint-Cloud,NIY-004/CLO,AGER_OUEST_B,A13,Y,"4,0055",LC,,EXPLOI,,Oui,SAINT-CLOUD,LOCAL,LOCAL-NICHE,A13Y,12004617,1,,PCTT_OUEST,DIRIF,"48,839916","2,207544","48.839916,2.207544",UER_BOULOGNE,,C9,BAT,,"4,0055"
1302,L11.525U,Niche incendie NIY-005 - Tunnel de Saint-Cloud,NIY-005/CLO,AGER_OUEST_B,A13,Y,"4,0149",LC,,EXPLOI,,Oui,SAINT-CLOUD,LOCAL,LOCAL-NICHE,A13Y,12004617,1,,PCTT_OUEST,DIRIF,"48,83981","2,209059","48.839810,2.209059",UER_BOULOGNE,,C9,BAT,,"4,0149"
1303,L11.526V,Niche incendie NIY-006 - Tunnel de Saint-Cloud,NIY-006/CLO,AGER_OUEST_B,A13,Y,"4,0245",LC,,EXPLOI,,Oui,SAINT-CLOUD,LOCAL,LOCAL-NICHE,A13Y,12004617,1,,PCTT_OUEST,DIRIF,"48,839867","2,207804","48.839867,2.207804",UER_BOULOGNE,,C9,BAT,,"4,0245"
1304,L11.527W,Niche incendie NIW-001 - Tunnel Ambroise Paré,NIW-001/PAR,AGER_OUEST_B,A13,W,"1,0782",LC,,EXPLOI,,Oui,AMBROISE_PARE,LOCAL,LOCAL-NICHE,A13W,12004560,1,,PCTT_OUEST,DIRIF,"48,848152","2,232595","48.848152,2.232595",UER_BOULOGNE,,C9,BAT,,"1,0782"
1305,L11.528X,Niche incendie NIW-002 - Tunnel Ambroise Paré,NIW-002/PAR,AGER_OUEST_B,A13,W,"1,0619",LC,,EXPLOI,,Oui,AMBROISE_PARE,LOCAL,LOCAL-NICHE,A13W,12004560,1,,PCTT_OUEST,DIRIF,"48,848087","2,234893","48.848087,2.234893",UER_BOULOGNE,,C9,BAT,,"1,0619"
1306,L11.529Y,Niche incendie NIW-003 - Tunnel Ambroise Paré,NIW-003/PAR,AGER_OUEST_B,A13,W,"1,0534",LC,,EXPLOI,,Oui,AMBROISE_PARE,LOCAL,LOCAL-NICHE,A13W,12004560,1,,PCTT_OUEST,DIRIF,"48,84811","2,236001","48.848110,2.236001",UER_BOULOGNE,,C9,BAT,,"1,0534"
1307,L11.531C,Niche incendie NIW-004 dans IS440 - Tunnel Ambroise Paré,NIW-004/PAR,AGER_OUEST_B,A13,W,"1,044",LC,,EXPLOI,,Oui,AMBROISE_PARE,LOCAL,LOCAL-NICHE,A13W,12004560,2,L10.627C,PCTT_OUEST,DIRIF,"48,84813","2,237267","48.848130,2.237267",UER_BOULOGNE,,C9,BAT,,"1,044"
1308,L11.532D,Niche incendie NIW-005 - Tunnel Ambroise Paré,NIW-005/PAR,AGER_OUEST_B,A13,W,"1,0379",LC,,EXPLOI,,Oui,AMBROISE_PARE,LOCAL,LOCAL-NICHE,A13W,12004560,1,,PCTT_OUEST,DIRIF,"48,84823","2,238086","48.848230,2.238086",UER_BOULOGNE,,C9,BAT,,"1,0379"
1309,L11.533E,Niche incendie NIW-006 dans IS442 - Tunnel Ambroise Paré,NIW-006/PAR,AGER_OUEST_B,A13,W,"1,0308",LC,,EXPLOI,,Oui,AMBROISE_PARE,LOCAL,LOCAL-NICHE,A13W,12004560,2,L10.629E,PCTT_OUEST,DIRIF,"48,848156","2,239108","48.848156,2.239108",UER_BOULOGNE,,C9,BAT,,"1,0308"
1310,L11.534F,Niche incendie NIW-007 - Tunnel Ambroise Paré,NIW-007/PAR,AGER_OUEST_B,A13,W,"1,0224",LC,,EXPLOI,,Oui,AMBROISE_PARE,LOCAL,LOCAL-NICHE,A13W,12004560,1,,PCTT_OUEST,DIRIF,"48,848198","2,240264","48.848198,2.240264",UER_BOULOGNE,,C9,BAT,,"1,0224"
1311,L11.535G,Niche incendie NIW-008 - Tunnel Ambroise Paré,NIW-008/PAR,AGER_OUEST_B,A13,W,"1,0127",LC,,EXPLOI,,Oui,AMBROISE_PARE,LOCAL,LOCAL-NICHE,A13W,12004560,1,,PCTT_OUEST,DIRIF,"48,848186","2,241539","48.848186,2.241539",UER_BOULOGNE,,C9,BAT,,"1,0127"
1312,L11.536H,Niche incendie NIW-009 - Tunnel Ambroise Paré,NIW-009/PAR,AGER_OUEST_B,A13,W,"0,0975",LC,,EXPLOI,,Oui,AMBROISE_PARE,LOCAL,LOCAL-NICHE,A13W,12004558,1,,PCTT_OUEST,DIRIF,"48,84816","2,243631","48.848160,2.243631",UER_BOULOGNE,,C9,BAT,,"0,0975"
1313,L11.537J,Niche incendie NIY-001 - Tunnel Ambroise Paré,NIY-001/PAR,AGER_OUEST_B,A13,Y,"0,0974",LC,,EXPLOI,,Oui,AMBROISE_PARE,LOCAL,LOCAL-NICHE,A13Y,12004612,1,,PCTT_OUEST,DIRIF,"48,848568","2,243572","48.848568,2.243572",UER_BOULOGNE,,C9,BAT,,"0,0974"
1314,L11.538K,Niche incendie NIY-002 - Tunnel Ambroise Paré,NIY-002/PAR,AGER_OUEST_B,A13,Y,"1,006",LC,,EXPLOI,,Oui,AMBROISE_PARE,LOCAL,LOCAL-NICHE,A13Y,12004612,1,,PCTT_OUEST,DIRIF,"48,84854","2,242508","48.848540,2.242508",UER_BOULOGNE,,C9,BAT,,"1,006"
1315,L11.539L,Niche incendie NIY-003 dans IS432 - Tunnel Ambroise Paré,NIY-003/PAR,AGER_OUEST_B,A13,Y,"1,0147",LC,,EXPLOI,,Oui,AMBROISE_PARE,LOCAL,LOCAL-NICHE,A13Y,12004612,2,L10.618R,PCTT_OUEST,DIRIF,"48,848515","2,241225","48.848515,2.241225",UER_BOULOGNE,,C9,BAT,,"1,0147"
1316,L11.541N,Niche incendie NIY-004 - Tunnel Ambroise Paré,NIY-004/PAR,AGER_OUEST_B,A13,Y,"1,025",LC,,EXPLOI,,Oui,AMBROISE_PARE,LOCAL,LOCAL-NICHE,A13Y,12004612,1,,PCTT_OUEST,DIRIF,"48,84854","2,239869","48.848540,2.239869",UER_BOULOGNE,,C9,BAT,,"1,025"
1317,L11.542P,Niche incendie NIY-005 - Tunnel Ambroise Paré,NIY-005/PAR,AGER_OUEST_B,A13,Y,"1,0334",LC,,EXPLOI,,Oui,AMBROISE_PARE,LOCAL,LOCAL-NICHE,A13Y,12004612,1,,PCTT_OUEST,DIRIF,"48,848492","2,238753","48.848492,2.238753",UER_BOULOGNE,,C9,BAT,,"1,0334"
1318,L11.543R,Niche incendie NIY-006 dans IS435 - Tunnel Ambroise Paré,NIY-006/PAR,AGER_OUEST_B,A13,Y,"1,0432",LC,,EXPLOI,,Oui,AMBROISE_PARE,LOCAL,LOCAL-NICHE,A13Y,12004612,2,L10.622V,PCTT_OUEST,DIRIF,"48,848515","2,241225","48.848515,2.241225",UER_BOULOGNE,,C9,BAT,,"1,0432"
1319,L11.544S,Niche incendie NIY-007 - Tunnel Ambroise Paré,NIY-007/PAR,AGER_OUEST_B,A13,Y,"1,0537",LC,,EXPLOI,,Oui,AMBROISE_PARE,LOCAL,LOCAL-NICHE,A13Y,12004612,1,,PCTT_OUEST,DIRIF,"48,84845","2,235968","48.848450,2.235968",UER_BOULOGNE,,C9,BAT,,"1,0537"
1320,L11.545T,Niche incendie NIY-008 - Tunnel Ambroise Paré,NIY-008/PAR,AGER_OUEST_B,A13,Y,"1,0618",LC,,EXPLOI,,Oui,AMBROISE_PARE,LOCAL,LOCAL-NICHE,A13Y,12004612,1,,PCTT_OUEST,DIRIF,"48,848427","2,234896","48.848427,2.234896",UER_BOULOGNE,,C9,BAT,,"1,0618"
1321,L11.546U,Niche incendie NIY-009 - Tunnel Ambroise Paré,NIY-009/PAR,AGER_OUEST_B,A13,Y,"1,0765",LC,,EXPLOI,,Oui,AMBROISE_PARE,LOCAL,LOCAL-NICHE,A13Y,12004612,1,,PCTT_OUEST,DIRIF,"48,84848","2,232844","48.848480,2.232844",UER_BOULOGNE,,C9,BAT,,"1,0765"
1322,L11.547V,Plateforme SIRIUS du Site Echat - Bât B.,BAT-B_SIRIUS,AGER_EST,A86EST,E,"37,074",,,EXPLOI,,Non,HORS_TUNNEL,LOCAL,LOCAL-LSP,A86ESTE,12005513,2,L11.463V,SG-DIRIF,DIRIF,"48,80017","2,44955","48.800170,2.449550",UER_CHAMPIGNY,,C11,BAT,,"37,074"
1323,L11.548W,Issue n°401 - SAS de surpression - Tunnel d'Italie,SAS_IS401,AGER_SUD,A6B,Y,"0,015",,,EXPLOI,,Oui,ITALIE,LOCAL,LOCAL-SAS,A6BY,12017670,2,L10.598S,PCTT_SUD,DIRIF,"48,81644","2,359191","48.816440,2.359191",UER_CHEVILLY-LARUE,,C11,BAT,,"0,015"
1324,L11.549X,Issue n°402 - SAS de surpression - Tunnel d'Italie,SAS_IS402,AGER_SUD,A6B,Y,"0,0237",,,EXPLOI,,Oui,ITALIE,LOCAL,LOCAL-SAS,A6BY,12017670,2,L10.599T,PCTT_SUD,DIRIF,"48,816505","2,357995","48.816505,2.357995",UER_CHEVILLY-LARUE,,C11,BAT,,"0,0237"
1325,L11.551A,Issue n°403 - SAS de surpression - Tunnel d'Italie,SAS_IS403,AGER_SUD,A6B,Y,"0,0332",,,EXPLOI,,Oui,ITALIE,LOCAL,LOCAL-SAS,A6BY,12017670,2,L10.601V,PCTT_SUD,DIRIF,"48,81626","2,3568","48.816260,2.356800",UER_CHEVILLY-LARUE,,C11,BAT,,"0,0332"
1326,L11.552C,Niche sécurité NS1 - PAU SB00A - Tunnel d'Italie,NS1/ITA,AGER_SUD,A6B,Y,"0,001",LC,,EXPLOI,,Oui,ITALIE,LOCAL,LOCAL-NICHE,A6BY,12017670,1,,PCTT_SUD,DIRIF,"48,816334","2,361095","48.816334,2.361095",UER_CHEVILLY-LARUE,,C9,BAT,,"0,001"
1327,L11.553D,Niche sécurité NS2 - PAU SB00B - Tunnel d'Italie,NS2/ITA,AGER_SUD,A6B,Y,"0,0155",LC,,EXPLOI,,Oui,ITALIE,LOCAL,LOCAL-NICHE,A6BY,12017670,1,,PCTT_SUD,DIRIF,"48,816444","2,359117","48.816444,2.359117",UER_CHEVILLY-LARUE,,C9,BAT,,"0,0155"
1328,L11.554E,Niche sécurité NS3 - PAU SB00C - Tunnel d'Italie,NS3/ITA,AGER_SUD,A6B,Y,"0,0243",LC,,EXPLOI,,Oui,ITALIE,LOCAL,LOCAL-NICHE,A6BY,12017670,1,,PCTT_SUD,DIRIF,"48,816517","2,357916","48.816517,2.357916",UER_CHEVILLY-LARUE,,C9,BAT,,"0,0243"
1329,L11.555F,Niche sécurité NS4 - PAU SB00D - Tunnel d'Italie,NS4/ITA,AGER_SUD,A6B,Y,"0,0337",LC,,EXPLOI,,Oui,ITALIE,LOCAL,LOCAL-NICHE,A6BY,12017670,1,,PCTT_SUD,DIRIF,"48,816257","2,356729","48.816257,2.356729",UER_CHEVILLY-LARUE,,C9,BAT,,"0,0337"
1330,L11.556G,Niche sécurité NS5 - PAU SB00E - Tunnel d'Italie,NS5/ITA,AGER_SUD,A6B,Y,"0,0412",LC,,EXPLOI,,Oui,ITALIE,LOCAL,LOCAL-NICHE,A6BY,12005915,1,,PCTT_SUD,DIRIF,"48,81563","2,356237","48.815630,2.356237",UER_CHEVILLY-LARUE,,C9,BAT,,"0,0412"
1331,L11.557H,Niche sécurité NS6 - PAU SB00X - Tunnel d'Italie,NS6/ITA,AGER_SUD,A6B,W,"0,0245",LC,,EXPLOI,,Oui,ITALIE,LOCAL,LOCAL-NICHE,A6BW,12005944,1,,PCTT_SUD,DIRIF,"48,815483","2,356417","48.815483,2.356417",UER_CHEVILLY-LARUE,,C9,BAT,,"0,0245"
1332,L11.558J,LTU USINE EST / Niveau R-1,USINE-EST_R-1,AGER_OUEST_B,A13,Y,"0,0982",,,EXPLOI,,Non,AMBROISE_PARE,LOCAL,LOCAL-LTU,A13Y,12004612,2,L10.365P,PCTT_OUEST,DIRIF,"48,848694","2,243481","48.848694,2.243481",COMMUNE,,C11,BAT,,"0,0982"
1333,L11.559K,Station de Pompage Point Bas - Tunnel Ambroise Paré,SP_POINTBAS-PARE,AGER_OUEST_B,A13,Y,"1,0567",,,EXPLOI,,Oui,AMBROISE_PARE,LOCAL,LOCAL-SP,A13Y,12004612,1,,PCTT_OUEST,DIRIF,,,,UER_BOULOGNE,,C4,BAT,,"1,0567"
1334,L11.561M,LTU USINE EST / Local anti-belier,USINE-EST_AB,AGER_OUEST_B,A13,Y,"0,0982",V,,EXPLOI,,Non,AMBROISE_PARE,LOCAL,LOCAL-LTU,A13Y,12004612,2,L10.365P,PCTT_OUEST,DIRIF,"48,848694","2,243481","48.848694,2.243481",COMMUNE,,C11,BAT,,"0,0982"
1335,L11.562N,LTU USINE OUEST / Local HT - TR - REP,USINE-OUEST_HT-TR,AGER_OUEST_B,A13,W,"1,0832",,,EXPLOI,,Oui,AMBROISE_PARE,LOCAL,LOCAL-LTU-HT,A13W,12004560,2,L10.364N,PCTT_OUEST,DIRIF,"48,84807","2,232053","48.848070,2.232053",UER_BOULOGNE,,C11,BAT,,"1,0832"
1336,L11.563P,Local/Galerie entre PM25-IS431 - Tunnel Ambroise Paré,GALERIE-1Y_PARE,AGER_OUEST_B,A13,Y,"1,001",,,EXPLOI,,Oui,AMBROISE_PARE,LOCAL,LOCAL-LTU,A13Y,12004612,1,,PCTT_OUEST,DIRIF,,,,UER_BOULOGNE,,C11,BAT,,"1,001"
1337,L11.564R,Local/Galerie entre IS433-IS434 - Tunnel Ambroise Paré,GALERIE-2Y_PARE,AGER_OUEST_B,A13,Y,"1,0312",,,EXPLOI,,Oui,AMBROISE_PARE,LOCAL,LOCAL-LTU,A13Y,12004612,1,,PCTT_OUEST,DIRIF,,,,UER_BOULOGNE,,C11,BAT,,"1,0312"
1338,L11.565S,Local/Galerie entre IS436-IS437 - Tunnel Ambroise Paré,GALERIE-3Y_PARE,AGER_OUEST_B,A13,Y,"1,0572",,,EXPLOI,,Oui,AMBROISE_PARE,LOCAL,LOCAL-LTU,A13Y,12004612,1,,PCTT_OUEST,DIRIF,,,,UER_BOULOGNE,,C11,BAT,,"1,0572"
1339,L11.566T,Local/Galerie entre SSY-PM860 - Tunnel Ambroise Paré,GALERIE-4Y_PARE,AGER_OUEST_B,A13,Y,"1,0774",,,EXPLOI,,Oui,AMBROISE_PARE,LOCAL,LOCAL-LTU,A13Y,12004612,1,,PCTT_OUEST,DIRIF,,,,UER_BOULOGNE,,C11,BAT,,"1,0774"
1340,L11.567U,Local/Galerie entre PM850-SSW - Tunnel Ambroise Paré,GALERIE-1W_PARE,AGER_OUEST_B,A13,W,"1,0803",,,EXPLOI,,Oui,AMBROISE_PARE,LOCAL,LOCAL-LTU,A13W,12004560,1,,PCTT_OUEST,DIRIF,,,,UER_BOULOGNE,,C11,BAT,,"1,0803"
1341,L11.568V,Local/Galerie entre IS438-IS439 - Tunnel Ambroise Paré,GALERIE-2W_PARE,AGER_OUEST_B,A13,W,"1,0571",,,EXPLOI,,Oui,AMBROISE_PARE,LOCAL,LOCAL-LTU,A13W,12004560,1,,PCTT_OUEST,DIRIF,,,,UER_BOULOGNE,,C11,BAT,,"1,0571"
1342,L11.569W,Local/Galerie entre IS441-IS442 - Tunnel Ambroise Paré,GALERIE-3W_PARE,AGER_OUEST_B,A13,W,"1,0342",,,EXPLOI,,Oui,AMBROISE_PARE,LOCAL,LOCAL-LTU,A13W,12004560,1,,PCTT_OUEST,DIRIF,,,,UER_BOULOGNE,,C11,BAT,,"1,0342"
1343,L11.571Y,Local/Galerie entre IS443-IS444 - Tunnel Ambroise Paré,GALERIE-4W_PARE,AGER_OUEST_B,A13,W,"1,0172",,,EXPLOI,,Oui,AMBROISE_PARE,LOCAL,LOCAL-LTU,A13W,12004560,1,,PCTT_OUEST,DIRIF,,,,UER_BOULOGNE,,C11,BAT,,"1,0172"
1344,L11.572A,Local/Galerie entre IS445-PM20 - Tunnel Ambroise Paré,GALERIE-5W_PARE,AGER_OUEST_B,A13,W,"1,0007",,,EXPLOI,,Oui,AMBROISE_PARE,LOCAL,LOCAL-LTU,A13W,12004558,1,,PCTT_OUEST,DIRIF,,,,UER_BOULOGNE,,C11,BAT,,"1,0007"
1345,L11.573C,LTU PROVINCE / Local Eclairage Publique,PROVINCE_EP,AGER_OUEST_B,A13,W,"4,0412",,,EXPLOI,,Oui,SAINT-CLOUD,LOCAL,LOCAL-LTU,A13W,12004564,2,L10.341L,PCTT_OUEST,DIRIF,"48,839558","2,205894","48.839558,2.205894",UER_BOULOGNE,,C11,BAT,,"4,0412"
1346,L11.574D,LTU TETE DE PUITS / Local BT,TDP OUEST_???,AGER_OUEST_B,A13,Y,"3,0939",,,EXPLOI,,Oui,SAINT-CLOUD,LOCAL,LOCAL-LTU,A13Y,12004617,2,L11.504U,PCTT_OUEST,DIRIF,"48,839607","2,212114","48.839607,2.212114",COMMUNE,,C11,BAT,,"3,0939"
1347,L11.575E,Local/Galerie entre IS451-IS452 - Tunnel de Saint-Cloud,GALERIE-1Y_CLOUD,AGER_OUEST_B,A13,Y,"3,075",,,EXPLOI,,Oui,SAINT-CLOUD,LOCAL,LOCAL-LTU,A13Y,12004617,1,,PCTT_OUEST,DIRIF,,,,UER_BOULOGNE,,C11,BAT,,"3,075"
1348,L11.576F,LTU Boissy-Saint-Leger / Local Haute Tension 1,BOISSY_HT1,AGER_EST,N19,W,"17,0851",,,EXPLOI,,Non,BOISSY,LOCAL,LOCAL-LTU-HT,N19W,12013456,2,L11.732R,PCTT_EST,DIRIF,"48,74903","2,515481","48.749030,2.515481",UER_BRIE-CTE-ROBERT,22/01/2020,FCTDEF,,,"17,0851"
1349,L11.577G,LTU Boissy-Saint-Leger / Local Haute Tension 2,BOISSY_HT2,AGER_EST,N19,W,"17,0851",,,EXPLOI,,Non,BOISSY,LOCAL,LOCAL-LTU-HT,N19W,12013456,2,L11.732R,PCTT_EST,DIRIF,"48,74903","2,515481","48.749030,2.515481",UER_BRIE-CTE-ROBERT,22/01/2020,FCTDEF,,,"17,0851"
1350,L11.578H,LTU Boissy-Saint-Leger / Local TGBT 1,BOISSY_TGBT1,AGER_EST,N19,W,"17,0851",,,EXPLOI,,Non,BOISSY,LOCAL,LOCAL-LTU,N19W,12013456,2,L11.732R,PCTT_EST,DIRIF,"48,74903","2,515481","48.749030,2.515481",UER_BRIE-CTE-ROBERT,22/01/2020,FCTDEF,,,"17,0851"
1351,L11.579J,LTU Boissy-Saint-Leger / Local TGBT 2,BOISSY_TGBT2,AGER_EST,N19,W,"17,0851",,,EXPLOI,,Non,BOISSY,LOCAL,LOCAL-LTU,N19W,12013456,2,L11.732R,PCTT_EST,DIRIF,"48,74903","2,515481","48.749030,2.515481",UER_BRIE-CTE-ROBERT,22/01/2020,FCTDEF,,,"17,0851"
1352,L11.581L,LTU Boissy-Saint-Leger / Local Onduleur,BOISSY_OND,AGER_EST,N19,W,"17,0851",,,EXPLOI,,Non,BOISSY,LOCAL,LOCAL-LTU,N19W,12013456,2,L11.732R,PCTT_EST,DIRIF,"48,74903","2,515481","48.749030,2.515481",UER_BRIE-CTE-ROBERT,22/01/2020,FCTDEF,,,"17,0851"
1353,L11.582M,LTU Boissy-Saint-Leger / Local Batteries,BOISSY_BATT,AGER_EST,N19,W,"17,0851",,,EXPLOI,,Non,BOISSY,LOCAL,LOCAL-LTU,N19W,12013456,2,L11.732R,PCTT_EST,DIRIF,"48,74903","2,515481","48.749030,2.515481",UER_BRIE-CTE-ROBERT,22/01/2020,FCTDEF,,,"17,0851"
1354,L11.583N,LTU Boissy-Saint-Leger / Local Courant faible A,BOISSY_CFA-A,AGER_EST,N19,W,"17,0851",,,EXPLOI,,Non,BOISSY,LOCAL,LOCAL-LTU,N19W,12013456,2,L11.732R,PCTT_EST,DIRIF,"48,74903","2,515481","48.749030,2.515481",UER_BRIE-CTE-ROBERT,22/01/2020,FCTDEF,,,"17,0851"
1355,L11.584P,LTU Boissy-Saint-Leger / Local Courant faible B,BOISSY_CFA-B,AGER_EST,N19,W,"17,0851",,,EXPLOI,,Non,BOISSY,LOCAL,LOCAL-LTU,N19W,12013456,2,L11.732R,PCTT_EST,DIRIF,"48,74903","2,515481","48.749030,2.515481",UER_BRIE-CTE-ROBERT,22/01/2020,FCTDEF,,,"17,0851"
1356,L11.585R,Issue de secours n°521 - Tunnel de Boissy,IS521,AGER_EST,N19,Y,"17,0444",LC,,EXPLOI,,Oui,BOISSY,LOCAL,LOCAL-IS,N19Y,12013418,1,,PCTT_EST,DIRIF,"48,752283","2,512908","48.752283,2.512908",UER_BRIE-CTE-ROBERT,22/01/2020,C9,BAT,,"17,0444"
1357,L11.586S,Issue de secours n°522 - Tunnel de Boissy,IS522,AGER_EST,N19,Y,"17,0637",LC,,EXPLOI,,Oui,BOISSY,LOCAL,LOCAL-IS,N19Y,12013418,1,,PCTT_EST,DIRIF,"48,750789","2,514139","48.750789,2.514139",UER_BRIE-CTE-ROBERT,22/01/2020,C9,BAT,,"17,0637"
1358,L11.587T,Issue de secours n°523 - Tunnel de Boissy,IS523,AGER_EST,N19,Y,"17,0832",LC,,EXPLOI,,Oui,BOISSY,LOCAL,LOCAL-IS,N19Y,12013419,1,,PCTT_EST,DIRIF,"48,749178","2,514872","48.749178,2.514872",UER_BRIE-CTE-ROBERT,22/01/2020,C9,BAT,,"17,0832"
1359,L11.588U,Issue de secours n°524 - Tunnel de Boissy,IS524,AGER_EST,N19,Y,"18,0027",LC,,EXPLOI,,Oui,BOISSY,LOCAL,LOCAL-IS,N19Y,12013420,1,,PCTT_EST,DIRIF,"48,747492","2,514578","48.747492,2.514578",UER_BRIE-CTE-ROBERT,22/01/2020,C9,BAT,,"18,0027"
1360,L11.589V,Issue de secours n°525 - Tunnel de Boissy,IS525,AGER_EST,N19,W,"18,0027",LC,,EXPLOI,,Oui,BOISSY,LOCAL,LOCAL-IS,N19W,12013455,1,,PCTT_EST,DIRIF,"48,747539","2,515075","48.747539,2.515075",UER_BRIE-CTE-ROBERT,22/01/2020,C9,BAT,,"18,0027"
1361,L11.591X,Issue de secours n°526 - Tunnel de Boissy,IS526,AGER_EST,N19,W,"17,0832",LC,,EXPLOI,,Oui,BOISSY,LOCAL,LOCAL-IS,N19W,12013456,1,,PCTT_EST,DIRIF,"48,749208","2,515356","48.749208,2.515356",UER_BRIE-CTE-ROBERT,22/01/2020,C9,BAT,,"17,0832"
1362,L11.592Y,Issue de secours n°527 - Tunnel de Boissy,IS527,AGER_EST,N19,W,"17,0637",LC,,EXPLOI,,Oui,BOISSY,LOCAL,LOCAL-IS,N19W,12013457,1,,PCTT_EST,DIRIF,"48,750839","2,514631","48.750839,2.514631",UER_BRIE-CTE-ROBERT,22/01/2020,C9,BAT,,"17,0637"
1363,L11.593A,Issue de secours n°528 - Tunnel de Boissy,IS528,AGER_EST,N19,W,"17,0487",LC,,EXPLOI,,Oui,BOISSY,LOCAL,LOCAL-IS,N19W,12013457,1,,PCTT_EST,DIRIF,"48,752561","2,513278","48.752561,2.513278",UER_BRIE-CTE-ROBERT,22/01/2020,C9,BAT,,"17,0487"
1364,L11.594C,Niche sécurité NSY-001 - PAU BS17A - Tunnel de Boissy,NS-Y1,AGER_EST,N19,Y,"17,0371",LC,,EXPLOI,,Oui,BOISSY,LOCAL,LOCAL-NICHE,N19Y,12013418,1,,PCTT_EST,DIRIF,"48,752857","2,512318","48.752857,2.512318",UER_BRIE-CTE-ROBERT,22/01/2020,C9,BAT,,"17,0371"
1365,L11.595D,Niche sécurité NSY-002 - PAU BS17B - Tunnel de Boissy,NS-Y2,AGER_EST,N19,Y,"17,0505",LC,,EXPLOI,,Oui,BOISSY,LOCAL,LOCAL-NICHE,N19Y,12013418,1,,PCTT_EST,DIRIF,"48,75191","2,513357","48.751910,2.513357",UER_BRIE-CTE-ROBERT,22/01/2020,C9,BAT,,"17,0505"
1366,L11.596E,Niche sécurité NSY-003 - PAU BS17C - Tunnel de Boissy,NS-Y3,AGER_EST,N19,Y,"17,0655",LC,,EXPLOI,,Oui,BOISSY,LOCAL,LOCAL-NICHE,N19Y,12013418,1,,PCTT_EST,DIRIF,"48,750706","2,514284","48.750706,2.514284",UER_BRIE-CTE-ROBERT,22/01/2020,C9,BAT,,"17,0655"
1367,L11.597F,Niche sécurité NSY-004 - PAU BS17D - Tunnel de Boissy,NS-Y4,AGER_EST,N19,Y,"17,0817",LC,,EXPLOI,,Oui,BOISSY,LOCAL,LOCAL-NICHE,N19Y,12013419,1,,PCTT_EST,DIRIF,"48,749386","2,514902","48.749386,2.514902",UER_BRIE-CTE-ROBERT,22/01/2020,C9,BAT,,"17,0817"
1368,L11.598G,Niche sécurité NSY-005 - PAU BS18A - Tunnel de Boissy,NS-Y5,AGER_EST,N19,Y,"18,0012",LC,,EXPLOI,,Oui,BOISSY,LOCAL,LOCAL-NICHE,N19Y,12013420,1,,PCTT_EST,DIRIF,"48,747696","2,5147","48.747696,2.514700",UER_BRIE-CTE-ROBERT,22/01/2020,C9,BAT,,"18,0012"
1369,L11.599H,Niche sécurité NSY-006 - PAU BS18B - Tunnel de Boissy,NS-Y6,AGER_EST,N19,Y,"18,0146",LC,,EXPLOI,,Oui,BOISSY,LOCAL,LOCAL-NICHE,N19Y,12013420,1,,PCTT_EST,DIRIF,"48,746513","2,51429","48.746513,2.514290",UER_BRIE-CTE-ROBERT,22/01/2020,C9,BAT,,"18,0146"
1370,L11.601K,Niche sécurité NSW-001 - PAU BS18R - Tunnel de Boissy,NS-W1,AGER_EST,N19,W,"18,0116",LC,,EXPLOI,,Oui,BOISSY,LOCAL,LOCAL-NICHE,N19W,12013455,1,,PCTT_EST,DIRIF,"48,74672","2,514784","48.746720,2.514784",UER_BRIE-CTE-ROBERT,22/01/2020,C9,BAT,,"18,0116"
1371,L11.602L,Niche sécurité NSW-002 - PAU BS18S - Tunnel de Boissy,NS-W2,AGER_EST,N19,W,"18,0012",LC,,EXPLOI,,Oui,BOISSY,LOCAL,LOCAL-NICHE,N19W,12013455,1,,PCTT_EST,DIRIF,"48,74764","2,515086","48.747640,2.515086",UER_BRIE-CTE-ROBERT,22/01/2020,C9,BAT,,"18,0012"
1372,L11.603M,Niche sécurité NSW-003 - PAU BS17R - Tunnel de Boissy,NS-W3,AGER_EST,N19,W,"17,0814",LC,,EXPLOI,,Oui,BOISSY,LOCAL,LOCAL-NICHE,N19W,12013456,1,,PCTT_EST,DIRIF,"48,749416","2,515313","48.749416,2.515313",UER_BRIE-CTE-ROBERT,22/01/2020,C9,BAT,,"17,0814"
